0	3.75E-03
0.001	-1.19E-02
0.002	-1.19E-02
0.003	-1.19E-02
0.004	3.75E-03
0.005	-2.75E-02
0.006	3.75E-03
0.007	3.75E-03
0.008	-1.19E-02
0.009	3.75E-03
0.01	-1.19E-02
0.011	3.75E-03
0.012	-1.19E-02
0.013	-1.19E-02
0.014	-1.19E-02
0.015	-1.19E-02
0.016	-1.19E-02
0.017	3.75E-03
0.018	-1.19E-02
0.019	3.75E-03
0.02	3.75E-03
0.021	1.94E-02
0.022	3.75E-03
0.023	3.75E-03
0.024	3.75E-03
0.025	1.94E-02
0.026	3.75E-03
0.027	3.75E-03
0.028	3.75E-03
0.029	3.50E-02
0.03	-1.19E-02
0.031	-1.19E-02
0.032	3.75E-03
0.033	3.75E-03
0.034	3.75E-03
0.035	3.75E-03
0.036	3.75E-03
0.037	-1.19E-02
0.038	-1.19E-02
0.039	3.75E-03
0.04	-1.19E-02
0.041	-1.19E-02
0.042	-1.19E-02
0.043	3.75E-03
0.044	3.75E-03
0.045	3.75E-03
0.046	-1.19E-02
0.047	3.75E-03
0.048	-1.19E-02
0.049	-1.19E-02
0.05	3.75E-03
0.051	3.75E-03
0.052	3.75E-03
0.053	-2.75E-02
0.054	3.75E-03
0.055	3.75E-03
0.056	-1.19E-02
0.057	-1.19E-02
0.058	1.94E-02
0.059	3.75E-03
0.06	3.75E-03
0.061	3.75E-03
0.062	1.94E-02
0.063	3.75E-03
0.064	3.75E-03
0.065	1.94E-02
0.066	3.75E-03
0.067	3.75E-03
0.068	3.75E-03
0.069	-1.19E-02
0.07	-1.19E-02
0.071	3.75E-03
0.072	-1.19E-02
0.073	-1.19E-02
0.074	-2.75E-02
0.075	-1.19E-02
0.076	3.75E-03
0.077	-1.19E-02
0.078	-1.19E-02
0.079	3.75E-03
0.08	-1.19E-02
0.081	-1.19E-02
0.082	1.94E-02
0.083	3.75E-03
0.084	1.94E-02
0.085	-1.19E-02
0.086	-1.19E-02
0.087	-1.19E-02
0.088	3.75E-03
0.089	-1.19E-02
0.09	-1.19E-02
0.091	3.75E-03
0.092	3.75E-03
0.093	1.94E-02
0.094	3.75E-03
0.095	3.75E-03
0.096	3.75E-03
0.097	1.94E-02
0.098	3.50E-02
0.099	1.94E-02
0.1	3.75E-03
0.101	1.94E-02
0.102	3.75E-03
0.103	3.75E-03
0.104	1.94E-02
0.105	3.75E-03
0.106	3.75E-03
0.107	3.75E-03
0.108	3.75E-03
0.109	3.75E-03
0.11	-1.19E-02
0.111	-1.19E-02
0.112	-1.19E-02
0.113	-1.19E-02
0.114	-1.19E-02
0.115	-1.19E-02
0.116	-1.19E-02
0.117	-1.19E-02
0.118	-2.75E-02
0.119	-1.19E-02
0.12	3.75E-03
0.121	-1.19E-02
0.122	-1.19E-02
0.123	-1.19E-02
0.124	-1.19E-02
0.125	-1.19E-02
0.126	3.75E-03
0.127	3.75E-03
0.128	-1.19E-02
0.129	3.75E-03
0.13	1.94E-02
0.131	3.75E-03
0.132	-1.19E-02
0.133	-1.19E-02
0.134	-1.19E-02
0.135	3.75E-03
0.136	3.75E-03
0.137	3.75E-03
0.138	3.75E-03
0.139	-1.19E-02
0.14	3.75E-03
0.141	3.75E-03
0.142	3.75E-03
0.143	-1.19E-02
0.144	-1.19E-02
0.145	3.75E-03
0.146	-1.19E-02
0.147	1.94E-02
0.148	3.75E-03
0.149	3.75E-03
0.15	3.75E-03
0.151	1.94E-02
0.152	1.94E-02
0.153	3.75E-03
0.154	3.75E-03
0.155	3.75E-03
0.156	3.75E-03
0.157	3.75E-03
0.158	3.75E-03
0.159	3.75E-03
0.16	3.75E-03
0.161	-1.19E-02
0.162	3.75E-03
0.163	3.75E-03
0.164	-2.75E-02
0.165	-1.19E-02
0.166	-1.19E-02
0.167	-1.19E-02
0.168	-1.19E-02
0.169	-1.19E-02
0.17	3.75E-03
0.171	-1.19E-02
0.172	-1.19E-02
0.173	3.75E-03
0.174	3.75E-03
0.175	1.94E-02
0.176	3.75E-03
0.177	-1.19E-02
0.178	3.75E-03
0.179	1.94E-02
0.18	3.75E-03
0.181	-1.19E-02
0.182	-1.19E-02
0.183	3.75E-03
0.184	3.75E-03
0.185	-1.19E-02
0.186	3.75E-03
0.187	3.75E-03
0.188	-1.19E-02
0.189	-1.19E-02
0.19	3.75E-03
0.191	1.94E-02
0.192	-1.19E-02
0.193	3.75E-03
0.194	3.75E-03
0.195	3.75E-03
0.196	3.75E-03
0.197	1.94E-02
0.198	3.75E-03
0.199	1.94E-02
0.2	3.75E-03
0.201	3.50E-02
0.202	1.94E-02
0.203	3.75E-03
0.204	3.75E-03
0.205	1.94E-02
0.206	3.75E-03
0.207	3.75E-03
0.208	-1.19E-02
0.209	-1.19E-02
0.21	1.94E-02
0.211	-1.19E-02
0.212	-2.75E-02
0.213	-1.19E-02
0.214	-1.19E-02
0.215	3.75E-03
0.216	3.75E-03
0.217	-4.31E-02
